"ID";"TIPO_DOCUMENTO";"ANO";"MÊS";"COD_SENADOR";"NOME_SENADOR";"TIPO_DESPESA";"CPF_CNPJ_FORNECEDOR";"NOME_FORNECEDOR";"DOCUMENTO";"DATA";"DETALHAMENTO";"VALOR_REEMBOLSADO"
"2127556";"Fatura";"2019";"7";"581";"JAQUES WAGNER";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.927.801/0004-91";"SECRETARIA MUNICIPAL DA FAZENDA DE SALVADOR";;"2019-07-26";"REF. A COTA 06/11 DO IPTU DO ESCRITÓRIO POLÍTICO NO ESTADO.";"189,86"
"2127554";"Fatura";"2019";"7";"581";"JAQUES WAGNER";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.927.801/0004-91";"SECRETARIA MUNICIPAL DA FAZENDA DE SALVADOR";;"2019-07-26";"REF. A COTA 06/11 DO IPTU DO ESCRITÓRIO POLÍTICO NO ESTADO.";"189,86"
"2127553";"Fatura";"2019";"7";"581";"JAQUES WAGNER";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"13.927.801/0004-91";"SECRETARIA MUNICIPAL DA FAZENDA DE SALVADOR";;"2019-07-26";"REF. A COTA 06/11 DO IPTU DO ESCRITÓRIO POLÍTICO NO ESTADO.";"189,86"
"2127566";"Nota Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"06.944.344/0001-35";"LV FIGUEREDO COMERCIO E SERVIÇOS DE INFORMATICA LTDA - ME";"00000700";"2019-07-08";"DESPESA COM MATERIAL DE ESCRITÓRIO.";"40,00"
"2128581";"Nota Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"13.270.614/0001-35";"MC EVENTOS EIRELI";"00002904";"2019-07-22";"LOCAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA.";"2550,00"
"2129803";"Cupom Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.306.597/0076-14";"CASCOL COMBUSTIVEIS PARA VEICULOS LTDA.";"459941";"2019-07-10";"DESPESA COM COMBUSTÍVEL EM VEÍCULOS UTILIZADOS NA ATIVIDADE PARLAMENTAR.";"50,00"
"2129806";"Cupom Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"00.306.597/0040-03";"CASCOL COMBUSTIVEIS PATA VEICULOS LTDA.";"205556";"2019-07-11";"DESPESA COM COMBUSTÍVEL EM VEÍCULOS UTILIZADOS NA ATIVIDADE PARLAMENTAR.";"100,00"
"2127508";"Cupom Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09.069.475/0001-09";"CRUZ DERIVADOS DE PETROLEO LTDA";"000011533";"2019-07-13";"DESPESA COM COMBUSTÍVEL EM VEÍCULOS UTILIZADOS NA ATIVIDADE PARLAMENTAR.";"100,00"
"2127495";"Cupom Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"07.786.389/0001-91";"DERIVADO DE PET. ARATUIPE LTDA";"000028231";"2019-07-06";"DESPESA COM COMBUSTÍVEL EM VEÍCULOS UTILIZADOS NA ATIVIDADE PARLAMENTAR.";"177,54"
"2127567";"Nota Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09.345.172/0002-52";"E. ROCHA BESSA (FIESTA PARK HOTEL)";"22288";"2019-07-15";"HOSPEDAGEM DE ASSESSORES NO INTERIOR DO ESTADO.";"160,00"
"2127488";"Cupom Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.818.012/0002-34";"HP COM. E DER. DE PET. LTDA. - POSTO PARALELA 1";"00484479";"2019-07-04";"DESPESA COM COMBUSTÍVEL EM VEÍCULOS UTILIZADOS NA ATIVIDADE PARLAMENTAR.";"150,00"
"2127502";"Cupom Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.818.012/0002-34";"HP COM. E DER. DE PET. LTDA. - POSTO PARALELA 1";"00486797";"2019-07-09";"DESPESA COM COMBUSTÍVEL EM VEÍCULOS UTILIZADOS NA ATIVIDADE PARLAMENTAR.";"100,00"
"2127499";"Cupom Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.818.012/0002-34";"HP COM. E DER. DE PET. LTDA. - POSTO PARALELA 1";"00486693";"2019-07-09";"DESPESA COM COMBUSTÍVEL EM VEÍCULOS UTILIZADOS NA ATIVIDADE PARLAMENTAR.";"192,59"
"2127510";"Cupom Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.818.012/0002-34";"HP COM. E DER. DE PET. LTDA. - POSTO PARALELA 1";"00489670";"2019-07-15";"DESPESA COM COMBUSTÍVEL EM VEÍCULOS UTILIZADOS NA ATIVIDADE PARLAMENTAR.";"100,00"
"2127521";"Cupom Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.818.012/0002-34";"HP COM. E DER. DE PET. LTDA. - POSTO PARALELA 1";"00493130";"2019-07-22";"DESPESA COM COMBUSTÍVEL EM VEÍCULOS UTILIZADOS NA ATIVIDADE PARLAMENTAR.";"150,00"
"2127526";"Cupom Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.818.012/0002-34";"HP COM. E DER. DE PET. LTDA. - POSTO PARALELA 1";"00493389";"2019-07-23";"DESPESA COM COMBUSTÍVEL EM VEÍCULOS UTILIZADOS NA ATIVIDADE PARLAMENTAR.";"178,78"
"2128578";"Cupom Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"02.818.012/0002-34";"HP COM. E DER. DE PET. LTDA. - POSTO PARALELA 1";"00497444";"2019-07-30";"DESPESA COM COMBUSTÍVEL EM VEÍCULOS UTILIZADOS NA ATIVIDADE PARLAMENTAR.";"100,00"
"2128576";"Cupom Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.984.610/0001-30";"ITAPOAN DISTRIBU. DE DER. DE PETROLEO LTDA.";"000302892";"2019-07-05";"DESPESA COM COMBUSTÍVEL EM VEÍCULOS UTILIZADOS NA ATIVIDADE PARLAMENTAR.";"100,00"
"2127485";"Cupom Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"04.730.440/0002-36";"JSM COMBUSTIVEIS LTDA.";"000602492";"2019-07-02";"DESPESA COM COMBUSTÍVEL EM VEÍCULOS UTILIZADOS NA ATIVIDADE PARLAMENTAR.";"100,00"
"2127483";"Cupom Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"34.310.961/0001-14";"M AGUIAR COM COMB DER PET LTDA.";"00577222";"2019-07-01";"DESPESA COM COMBUSTÍVEL EM VEÍCULOS UTILIZADOS NA ATIVIDADE PARLAMENTAR.";"100,00"
"2127496";"Cupom Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"09.386.685/0001-20";"POSTO AGUA MINERAL COMB. E LUBRIFICANTES LTDA.";"000368403";"2019-07-07";"DESPESA COM COMBUSTÍVEL EM VEÍCULOS UTILIZADOS NA ATIVIDADE PARLAMENTAR.";"184,45"
"2127533";"Cupom Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"13.570.353/0001-79";"POSTO GAMELEIRA LTDA";"000168970";"2019-07-28";"DESPESA COM COMBUSTÍVEL EM VEÍCULOS UTILIZADOS NA ATIVIDADE PARLAMENTAR.";"30,00"
"2127539";"Cupom Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"15.151.046/0021-22";"POSTO KALILANDIA LTDA.";"000760137";"2019-07-29";"DESPESA COM COMBUSTÍVEL EM VEÍCULOS UTILIZADOS NA ATIVIDADE PARLAMENTAR.";"100,00"
"2129809";"Cupom Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"12.911.402/0001-27";"POSTO LUANA LTDA - ME";"40243";"2019-07-26";"DESPESA COM COMBUSTÍVEL EM VEÍCULOS UTILIZADOS NA ATIVIDADE PARLAMENTAR.";"100,00"
"2127513";"Cupom Fiscal";"2019";"7";"581";"JAQUES WAGNER";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"08.490.248/0001-90";"POSTO NOVO HORIZONTE LTDA.";"000036810";"2019-07-19";"DESPESA COM COMBUSTÍVEL EM VEÍCULOS UTILIZADOS NA ATIVIDADE PARLAMENTAR.";"143,46"
"2113885";"Boleto";"2019";"1";"111";"BLAIRO MAGGI";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"22.794.680/0001-03";"PIZZATTO ADMINISTRACAO E PARTICIPACAO LTDA";"00036540";"2019-01-28";;"900,00"
"2115821";"Boleto";"2019";"2";"5990";"CARLOS VIANA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"20.970.646/0001-09";"CONDOMÍNIO DO EDIFÍCIO MIRAFIORI";;"2019-02-18";;"1392,89"
"2115867";"Boleto";"2019";"2";"5990";"CARLOS VIANA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"18.715.383/0001-40";"PREFEITURA DE BELO HORIZONTE";;"2019-02-15";;"375,88"
"2115819";"Boleto";"2019";"2";"5990";"CARLOS VIANA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"61.383.493/0001-80";"SOMPO SEGUROS S.A.";"1920230550";"2019-02-14";;"257,50"
"2115817";"Recibo";"2019";"2";"5990";"CARLOS VIANA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"144.***.***-59";"WILSON MENDES FERREIRA";;"2019-02-27";;"6700,00"
"2115820";"Cupom Fiscal";"2019";"2";"5990";"CARLOS VIANA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"17.498.163/0007-34";"DISTRIBUIDORA TRIANGULO LTDA";"299346";"2019-02-08";;"252,95"
"2118340";"Nota Fiscal Eletrônica";"2019";"2";"5990";"CARLOS VIANA";"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ";"34.028.316/7021-32";"EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS";"1607019617";"2019-02-28";;"72,10"
"2115547";"Cupom Fiscal";"2019";"2";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"19.799.637/0001-18";"AUTO POSTO AVENIDAO DE MURIAE LTDA";"441380";"2019-02-18";;"190,19"
"2115670";"Cupom Fiscal";"2019";"2";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"25.362.955/0001-10";"DIFERENCIAL COMERCIO LTDA";"084640";"2019-02-25";;"50,00"
"2115499";"Nota Fiscal Eletrônica";"2019";"2";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"72.629.140/0001-34";"HOTEL NACIONAL SA";"000160545";"2019-02-05";;"600,00"
"2115548";"Cupom Fiscal";"2019";"2";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"20.757.282/0001-83";"POSTO TROPICO LTDA";"656997";"2019-02-14";;"184,94"
"2114728";"Nota Fiscal Eletrônica";"2019";"2";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"03.247.760/0002-77";"RESTAURANTE MANGAI";"50554";"2019-02-01";;"33,25"
"2115508";"Nota Fiscal Eletrônica";"2019";"2";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.685.600/0002-91";"SABORES DE BRASÍLIA COMÉRCIO DE ALIMENTOS LTDA";"109528";"2019-02-20";;"30,45"
"2115510";"Nota Fiscal Eletrônica";"2019";"2";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.685.600/0002-91";"SABORES DE BRASÍLIA COMÉRCIO DE ALIMENTOS LTDA";"109709";"2019-02-21";;"32,60"
"2115797";"Nota Fiscal Eletrônica";"2019";"2";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.685.600/0002-91";"SABORES DE BRASÍLIA COMÉRCIO DE ALIMENTOS LTDA";"110406";"2019-02-27";;"32,60"
"2115895";"Nota Fiscal Eletrônica";"2019";"2";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"21.685.600/0002-91";"SABORES DE BRASÍLIA COMÉRCIO DE ALIMENTOS LTDA";"110622";"2019-02-28";;"36,90"
"2115192";"Recibo";"2019";"2";"5990";"CARLOS VIANA";"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes";"01.079.210/0025-57";"UNIDAS LOCADORA DE VEÍCULOS LTDA";"17215463";"2019-02-07";;"3095,00"
"2115058";"Passagem / Bilhete / Código Localizador";"2019";"2";"5990";"CARLOS VIANA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"MGZFUY";"2019-02-05";"Companhia Aérea: GOL, Localizador: MGZFUY. Passageiros: CARLOS ALBERTO DIAS VIANA (Matrícula 341463, PARLAMENTAR), Voo: 1703 - CNF-BSB - 12/02/19; ";"369,22"
"2115059";"Passagem / Bilhete / Código Localizador";"2019";"2";"5990";"CARLOS VIANA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"OCHYNO";"2019-02-05";"Companhia Aérea: LATAM, Localizador: OCHYNO. Passageiros: ";"438,39"
"2115248";"Passagem / Bilhete / Código Localizador";"2019";"2";"5990";"CARLOS VIANA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"OCMLHP";"2019-02-05";"Companhia Aérea: LATAM, Localizador: OCMLHP. Passageiros: ";"439,05"
"2115057";"Passagem / Bilhete / Código Localizador";"2019";"2";"5990";"CARLOS VIANA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"EWMW8X";"2019-02-05";"Companhia Aérea: GOL, Localizador: EWMW8X. Passageiros: CARLOS ALBERTO DIAS VIANA (Matrícula 341463, PARLAMENTAR), Voo: 1702 - BSB-CNF - 07/02/19; ";"547,24"
"2115250";"Passagem / Bilhete / Código Localizador";"2019";"2";"5990";"CARLOS VIANA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"FT00014041";"2019-02-13";"Companhia Aérea: LATAM, Localizador: FSQXUP. Passageiros: ";"407,39"
"2115245";"Passagem / Bilhete / Código Localizador";"2019";"2";"5990";"CARLOS VIANA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"ZNZYRG";"2019-02-13";"Companhia Aérea: GOL, Localizador: ZNZYRG. Passageiros: RONALDO PEREIRA MARTINS (Matrícula 233836, EFETIVO), Voo: 1711 - CNF-BSB - 22/02/19; ";"441,05"
"2115252";"Passagem / Bilhete / Código Localizador";"2019";"2";"5990";"CARLOS VIANA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"VRJRXP";"2019-02-14";"Companhia Aérea: LATAM, Localizador: VRJRXP. Passageiros: ";"451,84"
"2115253";"Passagem / Bilhete / Código Localizador";"2019";"2";"5990";"CARLOS VIANA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"CPZVWE";"2019-02-14";"Companhia Aérea: LATAM, Localizador: CPZVWE. Passageiros: ";"452,50"
"2115896";"Passagem / Bilhete / Código Localizador";"2019";"2";"5990";"CARLOS VIANA";"Passagens aéreas, aquáticas e terrestres nacionais";"16.978.175/0001-08";"ADRIA VIAGENS E TURISMO LTDA";"MJRISM";"2019-02-14";"Companhia Aérea: GOL, Localizador: MJRISM. Passageiros: CARLOS ALBERTO DIAS VIANA (Matrícula 341463, PARLAMENTAR), Voo: 1702 - BSB-CNF - 28/02/19; ";"713,18"
"2117401";"Fatura";"2019";"3";"5990";"CARLOS VIANA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"06.981.180/0001-16";"CEMIG DISTRIBUIÇÃO S.A.";"096831999";"2019-02-20";;"626,71"
"2117402";"Fatura";"2019";"3";"5990";"CARLOS VIANA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"40.432.544/0112-62";"CLARO S.A.";"013/031949844";"2019-02-16";;"302,78"
"2117399";"Boleto";"2019";"3";"5990";"CARLOS VIANA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"20.970.646/0001-09";"CONDOMÍNIO DO EDIFÍCIO MIRAFIORI";"604032019";"2019-03-01";;"1380,89"
"2116485";"Boleto";"2019";"3";"5990";"CARLOS VIANA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"18.715.383/0001-40";"PREFEITURA DE BELO HORIZONTE";"01.19.2794101.04";"2019-03-14";;"375,80"
"2117400";"Recibo";"2019";"3";"5990";"CARLOS VIANA";"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.";"144.***.***-59";"WILSON MENDES FERREIRA";;"2019-04-01";;"6700,00"
